Order_ID,Customer_Name,Gender,Age,City,Product,Category,Price,Quantity,Order_Date,Payment_Method,Rating
1109,Ahmed Raza,Male,twenty five,Karachi,Laptop,Accessories,5214,3,2024-01-10,Card,1
1110,Sana Khan,,,Lahore,Watch,Electronics,4096,3,15-03-2024,Card,1
1111,,Male,twenty five,Multan,Shirt,Beauty,,3,2024/02/15,,2
1112,Hassan Raza,Male,23,Karachi,Jewelry,Clothing,6942,1,15-03-2024,Cash,1
1113,Zainab Malik,Female,50,Karachi,Shoes,Accessories,,1,2024-01-10,COD,2
1114,Ali Khan,Female,46,,Makeup Kit,Electronics,3051,4,2024-05-20,Cash,3
1115,Zainab Malik,,26,Lahore,Headphones,Beauty,79378,4,2024-05-20,cash,1
1116,Ali Khan,Male,33,Multan,Laptop,Accessories,8649,2,2024/02/15,Card,
1117,Zainab Malik,,twenty five,Karachi,Laptop,Beauty,53247,4,2024/02/15,,
1118,Sana Khan,Female,,Faisalabad,Perfume,Clothing,47366,3,2024-05-20,Card,5
1119,Ahmed Ali,Female,twenty five,,Jewelry,Clothing,72300,4,2024-01-10,,5
1120,,Male,46,Lahore,Shirt,Clothing,74073,4,2024-01-10,card,4
1121,Bilal Ahmed,Female,,,Mobile Phone,Accessories,63787,3,2024-05-20,,4
1122,,Female,twenty five,Lahore,Jewelry,Beauty,,2,2024/02/15,Card,4
1123,Sara Ahmed,Female,twenty five,Faisalabad,TV,Beauty,23950,1,2024-01-10,,4
1124,Ali Khan,Male,twenty five,Lahore,Headphones,Accessories,83255,3,2024-05-20,Card,2
1125,Ahmed Raza,Female,19,Islamabad,Headphones,Clothing,,1,2024-01-10,cash,4
1126,Ayesha Khan,Male,50,Faisalabad,TV,Accessories,56210,2,2024/02/15,,4
1127,Ahmed Raza,Male,48,Lahore,Tablet,Accessories,62064,2,15-03-2024,card,2
1128,Ahmed Ali,,twenty five,Karachi,Shirt,Clothing,29822,1,2024/02/15,Card,
1129,Kiran Noor,Male,twenty five,Multan,TV,Accessories,68189,1,2024-05-20,card,3
1130,Usman Ali,Male,27,Lahore,Jewelry,Accessories,,5,2024-01-10,Cash,4
1131,Farhan Ali,Male,42,Lahore,Perfume,Beauty,,1,2024-05-20,cash,3
1132,Hina Tariq,,38,Karachi,Makeup Kit,Beauty,,2,2024/02/15,Card,2
1133,Ayesha Khan,Male,,Lahore,Watch,Accessories,3891,2,15-03-2024,COD,5
1134,Ahmed Ali,,twenty five,,Shoes,Accessories,,1,2024-01-10,COD,2
1135,,Female,,Islamabad,Shirt,Accessories,66738,5,2024/02/15,cash,1
1136,Zainab Malik,,twenty five,Islamabad,Handbag,Beauty,33382,4,2024/02/15,Cash,5
1137,,Female,27,Karachi,TV,Electronics,,2,2024-01-10,Card,4
1138,Bilal Ahmed,Male,twenty five,Islamabad,Jewelry,Accessories,30592,2,15-03-2024,card,
1139,,Male,24,,Shirt,Clothing,,1,15-03-2024,COD,5
1140,Bilal Ahmed,Male,twenty five,Lahore,Perfume,Electronics,61651,4,15-03-2024,,3
1141,Hassan Raza,,twenty five,Multan,Laptop,Accessories,,3,2024-05-20,card,1
1142,Sana Khan,Female,,,Handbag,Electronics,,5,2024-05-20,Cash,4
1143,,Male,,Lahore,Handbag,Accessories,,3,2024-01-10,,3
1144,Usman Ali,Female,36,Multan,Perfume,Electronics,68176,3,2024-01-10,cash,
1145,Sara Ahmed,,twenty five,Multan,Shoes,Electronics,103261,1,2024-01-10,cash,
1146,Ali Khan,Male,,Islamabad,Headphones,Beauty,84339,1,2024-05-20,card,2
1147,,,twenty five,Karachi,Headphones,Clothing,114949,2,2024/02/15,,2
1148,Ayesha Khan,,,Faisalabad,Handbag,Clothing,,1,15-03-2024,COD,2
1149,Zainab Malik,Female,,,Headphones,Clothing,,3,15-03-2024,,4
1150,Kiran Noor,Male,45,Faisalabad,Jewelry,Accessories,,2,2024/02/15,,1
1151,Ali Khan,Female,,,Shirt,Accessories,76758,3,15-03-2024,,3
1152,Farhan Ali,,,,Jewelry,Beauty,42687,2,2024-01-10,,1
1153,Usman Ali,Female,twenty five,,TV,Clothing,,2,2024/02/15,Card,1
1154,Bilal Ahmed,Male,21,Karachi,Jewelry,Clothing,13186,4,2024/02/15,card,2
1155,Usman Ali,,50,Karachi,Laptop,Beauty,108812,2,2024/02/15,cash,4
1156,,Female,25,Multan,Perfume,Electronics,,2,2024-01-10,,
1157,Sara Ahmed,Female,twenty five,Islamabad,Tablet,Beauty,40446,1,2024-05-20,cash,1
1158,Ahmed Raza,,,,Mobile Phone,Accessories,,4,2024/02/15,card,3
1159,Usman Ali,,43,Lahore,Perfume,Accessories,,1,15-03-2024,cash,2
1160,Bilal Ahmed,,21,Multan,Headphones,Electronics,24893,5,2024-01-10,,1
1161,Hina Tariq,Female,20,Faisalabad,Watch,Accessories,31484,1,2024/02/15,Card,4
1162,Farhan Ali,Male,,Karachi,Perfume,Clothing,54103,1,2024-01-10,card,2
1163,Ali Khan,,twenty five,Multan,Tablet,Beauty,,4,15-03-2024,,
1164,Sara Ahmed,,,Karachi,Perfume,Electronics,60496,4,2024-05-20,Card,4
1165,Ahmed Ali,Male,,Faisalabad,Shirt,Beauty,,2,2024/02/15,COD,1
1166,Hina Tariq,,,Multan,Mobile Phone,Beauty,,2,15-03-2024,,4
1167,Sana Khan,Male,33,Islamabad,Handbag,Electronics,,2,2024-05-20,Card,4
1168,Zainab Malik,Male,37,Faisalabad,Shoes,Beauty,76626,5,2024-01-10,card,
1169,Hassan Raza,,twenty five,,Mobile Phone,Accessories,,3,2024/02/15,Cash,5
1170,Zainab Malik,Male,twenty five,Karachi,Tablet,Beauty,83912,4,2024/02/15,COD,4
1171,Ahmed Ali,,twenty five,Lahore,Tablet,Beauty,,2,2024-05-20,Card,4
1172,Bilal Ahmed,Female,twenty five,Lahore,Jewelry,Clothing,62274,1,2024/02/15,Card,2
1173,Kiran Noor,,46,Islamabad,Makeup Kit,Clothing,113957,2,2024-01-10,Card,4
1174,Ayesha Khan,Female,twenty five,Multan,Makeup Kit,Clothing,66784,4,15-03-2024,card,4
1175,Ali Khan,,,Lahore,Laptop,Beauty,115604,4,15-03-2024,cash,
1176,Ahmed Ali,,twenty five,Lahore,Perfume,Electronics,10001,5,2024-05-20,Card,
1177,Usman Ali,Female,twenty five,Multan,Perfume,Clothing,14413,1,2024/02/15,COD,4
1178,Hina Tariq,Female,24,,Mobile Phone,Clothing,50801,5,15-03-2024,Cash,3
1179,Hassan Raza,Female,,,Jewelry,Accessories,59773,1,2024-01-10,card,4
1180,Ahmed Ali,Female,27,,Mobile Phone,Accessories,33920,1,2024-01-10,,2
1181,Ayesha Khan,Female,49,Multan,TV,Accessories,56478,5,2024-01-10,Cash,4
1182,Bilal Ahmed,,,Karachi,Laptop,Clothing,54331,5,2024/02/15,,4
1183,Hina Tariq,,,Karachi,Headphones,Electronics,,3,2024-01-10,,
1184,Hina Tariq,,,Lahore,Tablet,Beauty,,3,2024-01-10,card,4
1185,Ahmed Ali,Male,,Faisalabad,Mobile Phone,Clothing,93951,5,2024/02/15,card,4
1186,Sara Ahmed,,twenty five,Faisalabad,Mobile Phone,Electronics,,4,2024-05-20,Cash,1
1187,Ayesha Khan,Female,twenty five,Multan,Tablet,Accessories,30232,2,2024-01-10,Card,2
1188,Hassan Raza,,twenty five,Faisalabad,Perfume,Clothing,26079,2,2024/02/15,COD,2
1189,Ayesha Khan,Female,,Multan,Headphones,Electronics,84801,1,2024/02/15,COD,2
1190,Ahmed Raza,Male,44,Islamabad,Handbag,Accessories,,3,2024-05-20,cash,2
1191,Hina Tariq,Male,twenty five,Karachi,TV,Clothing,81249,3,2024-01-10,Card,
1192,,,47,Karachi,Jewelry,Clothing,78185,4,2024-01-10,COD,1
1193,Ahmed Raza,,twenty five,Lahore,Laptop,Clothing,,1,15-03-2024,,4
1194,Usman Ali,,21,Lahore,Handbag,Electronics,91357,5,2024-01-10,Cash,5
1195,Hina Tariq,Male,twenty five,,Tablet,Beauty,,1,2024-01-10,COD,5
1196,,Female,22,,TV,Clothing,102176,1,15-03-2024,,3
1197,Ali Khan,,41,Karachi,Mobile Phone,Electronics,27572,3,15-03-2024,cash,1
1198,Hina Tariq,Female,,Karachi,Shoes,Clothing,21711,1,2024-01-10,Card,3
1199,Ayesha Khan,Male,,Faisalabad,Jewelry,Clothing,43453,4,2024-05-20,COD,1
1200,Kiran Noor,Male,23,Faisalabad,Headphones,Accessories,65297,5,15-03-2024,card,5
1201,Sana Khan,,twenty five,Multan,Headphones,Clothing,,4,15-03-2024,cash,4
1202,Ayesha Khan,,twenty five,Faisalabad,TV,Beauty,,4,2024-05-20,Card,3
1203,Ahmed Raza,Female,twenty five,Multan,Jewelry,Beauty,14427,1,2024/02/15,COD,4
1204,Hassan Raza,Male,twenty five,Islamabad,Headphones,Accessories,4437,2,2024/02/15,cash,2
1205,Ali Khan,Female,twenty five,Karachi,Shoes,Beauty,,1,2024-01-10,Cash,5
1206,Ahmed Raza,Female,,Faisalabad,Handbag,Accessories,55088,4,15-03-2024,Cash,2
1207,Sara Ahmed,Male,39,Multan,Shoes,Accessories,,2,2024/02/15,Card,
1208,Hina Tariq,Male,twenty five,,Jewelry,Accessories,13016,2,2024/02/15,card,4
1209,Usman Ali,Female,,Karachi,Handbag,Accessories,,5,2024-05-20,cash,1
1210,Hassan Raza,Female,33,,Handbag,Clothing,,2,15-03-2024,COD,3
1211,Farhan Ali,Female,46,Karachi,Mobile Phone,Beauty,40914,4,2024/02/15,cash,2
1212,Hina Tariq,,twenty five,Faisalabad,TV,Clothing,56279,5,2024/02/15,COD,2
1213,Ahmed Ali,Female,42,Karachi,Laptop,Accessories,24268,4,2024/02/15,Cash,4
1214,Ayesha Khan,Male,twenty five,Karachi,Shoes,Beauty,,2,2024-01-10,cash,1
1215,Farhan Ali,Female,twenty five,,Makeup Kit,Beauty,52394,5,15-03-2024,Card,3
1216,Usman Ali,,twenty five,Karachi,Watch,Beauty,,1,2024-01-10,card,2
1217,,Male,,Karachi,Tablet,Accessories,21992,2,2024-05-20,Card,4
1218,Usman Ali,Male,18,Lahore,Handbag,Clothing,,5,2024-01-10,card,3
1219,Zainab Malik,Female,19,Lahore,Laptop,Accessories,72299,2,15-03-2024,card,4
1220,Ahmed Raza,Male,,,TV,Accessories,66356,5,15-03-2024,,1
1221,Zainab Malik,,,Islamabad,Mobile Phone,Clothing,61755,4,2024/02/15,Card,3
1222,Ali Khan,Male,37,Islamabad,Shoes,Accessories,47776,4,15-03-2024,card,
1223,Ahmed Ali,Male,26,Karachi,Mobile Phone,Electronics,,4,2024-05-20,Cash,4
1224,Ahmed Ali,Male,twenty five,Karachi,Watch,Accessories,16613,1,2024-01-10,card,4
1225,Farhan Ali,,,,Tablet,Beauty,55389,5,2024-01-10,COD,1
1226,,Male,,Faisalabad,Tablet,Electronics,87366,5,15-03-2024,card,2
1227,Usman Ali,Female,twenty five,,Mobile Phone,Electronics,9667,5,2024-01-10,Card,3
1228,Ali Khan,,,Multan,Shirt,Electronics,69258,2,2024/02/15,Card,4
1229,Usman Ali,Male,24,Multan,Shirt,Clothing,114482,4,15-03-2024,cash,5
1230,Ayesha Khan,Female,twenty five,Multan,Shirt,Beauty,35953,5,15-03-2024,COD,2
1231,Hina Tariq,,,Faisalabad,Watch,Clothing,,4,15-03-2024,,4
1232,Sara Ahmed,Female,twenty five,Islamabad,Mobile Phone,Accessories,,5,2024-01-10,Cash,
1233,Hassan Raza,Female,,Islamabad,TV,Beauty,,2,2024-01-10,COD,3
1234,,Female,twenty five,Faisalabad,Mobile Phone,Clothing,72490,5,2024-01-10,Card,4
1235,Kiran Noor,Female,twenty five,Faisalabad,Shirt,Beauty,59965,3,2024-05-20,card,5
1236,,Male,,Islamabad,TV,Electronics,64976,4,2024/02/15,Card,2
1237,Ahmed Raza,,twenty five,Karachi,Handbag,Clothing,,1,2024-05-20,Cash,1
1238,Hassan Raza,,twenty five,Lahore,Shoes,Accessories,11898,3,2024-01-10,,3
1239,Hassan Raza,Female,,Islamabad,Headphones,Accessories,43061,3,2024-05-20,COD,
1240,Ahmed Raza,Male,twenty five,Karachi,Jewelry,Clothing,,1,2024/02/15,cash,1
1241,Zainab Malik,Male,twenty five,,Shoes,Clothing,16919,3,15-03-2024,Card,3
1242,Zainab Malik,Male,27,Faisalabad,Tablet,Accessories,,4,2024-01-10,cash,
1243,Ahmed Raza,Male,twenty five,,Handbag,Beauty,34100,5,15-03-2024,card,5
1244,Hassan Raza,Male,34,Lahore,Shoes,Accessories,27767,5,2024/02/15,COD,5
1245,Ali Khan,,,Lahore,Perfume,Clothing,45591,4,2024-01-10,Card,3
1246,Usman Ali,Male,49,,Makeup Kit,Beauty,71357,4,15-03-2024,Card,2
1247,Hina Tariq,,,Multan,Makeup Kit,Beauty,82411,2,15-03-2024,Card,2
1248,Zainab Malik,Female,30,Karachi,Headphones,Clothing,37060,3,15-03-2024,Card,5
1249,Ali Khan,,,Multan,Perfume,Clothing,50244,1,2024/02/15,COD,5
1250,Hassan Raza,Male,twenty five,,Perfume,Clothing,9116,4,2024/02/15,card,2
1251,Hassan Raza,Female,twenty five,Karachi,Perfume,Electronics,85406,4,2024-01-10,COD,2
1252,Usman Ali,Male,,Islamabad,Shoes,Beauty,83777,4,15-03-2024,Card,5
1253,Kiran Noor,Female,37,Multan,TV,Clothing,54566,5,2024/02/15,Card,
1254,Sara Ahmed,,18,Karachi,Laptop,Accessories,17990,5,2024-01-10,COD,5
1255,Hina Tariq,Male,twenty five,Faisalabad,Handbag,Clothing,,1,2024-05-20,cash,3
1256,Sara Ahmed,Male,,,Makeup Kit,Electronics,,3,2024-05-20,card,3
1257,Kiran Noor,,,,Jewelry,Accessories,113981,1,2024-05-20,cash,1
1258,,Female,26,Karachi,Laptop,Electronics,42313,1,2024-05-20,,1
1259,Ayesha Khan,,,Faisalabad,Makeup Kit,Electronics,62065,3,2024-05-20,Cash,5
1260,Sara Ahmed,Female,40,Faisalabad,Perfume,Electronics,62542,1,2024/02/15,COD,1
1261,Ayesha Khan,Female,27,Lahore,Makeup Kit,Accessories,,5,2024-01-10,COD,2
1262,Farhan Ali,Female,twenty five,Multan,Laptop,Beauty,46973,2,2024-01-10,card,3
1263,Farhan Ali,Female,30,Karachi,Tablet,Beauty,23731,1,2024-05-20,,1
1264,Ali Khan,Female,,Islamabad,Laptop,Beauty,,1,2024/02/15,card,
1265,Hassan Raza,Male,,Lahore,Perfume,Beauty,,1,2024-05-20,COD,
1266,Farhan Ali,,twenty five,,Mobile Phone,Electronics,,4,2024/02/15,Cash,2
1267,Farhan Ali,,twenty five,Multan,Mobile Phone,Clothing,100624,5,2024-01-10,,
1268,Zainab Malik,Female,twenty five,Lahore,Makeup Kit,Electronics,16617,3,2024-05-20,card,4
1269,Bilal Ahmed,Male,twenty five,Multan,Jewelry,Accessories,26260,3,2024-05-20,Cash,5
1270,Usman Ali,Female,45,Faisalabad,Tablet,Beauty,20920,5,15-03-2024,Cash,2
1271,Farhan Ali,Male,32,Faisalabad,Laptop,Accessories,22059,4,2024-01-10,card,1
1272,Farhan Ali,Male,twenty five,Karachi,Laptop,Accessories,44366,5,2024/02/15,cash,4
1273,Kiran Noor,Female,twenty five,Karachi,Mobile Phone,Clothing,,4,2024/02/15,COD,4
1274,Ahmed Ali,,,Faisalabad,Watch,Beauty,81481,5,2024-05-20,card,4
1275,Bilal Ahmed,,,Lahore,Jewelry,Electronics,82199,1,2024-01-10,,1
1276,Sana Khan,Male,twenty five,Faisalabad,Perfume,Beauty,,3,2024-05-20,cash,3
1277,Ahmed Raza,,47,,Tablet,Electronics,,5,15-03-2024,,4
1278,Ahmed Raza,Female,,Lahore,Perfume,Beauty,85303,3,2024-05-20,Cash,1
1279,,Male,twenty five,Faisalabad,Handbag,Clothing,16139,4,2024-01-10,card,4
1280,Farhan Ali,Female,,Multan,Makeup Kit,Accessories,3271,2,15-03-2024,Cash,3
1281,Sana Khan,,twenty five,Islamabad,Perfume,Accessories,100525,4,2024-05-20,Card,4
1282,Ayesha Khan,,twenty five,Faisalabad,TV,Electronics,6264,4,2024-05-20,card,1
1283,Kiran Noor,Male,31,Lahore,Laptop,Accessories,33981,5,2024/02/15,,5
1284,Ahmed Ali,,18,Multan,Watch,Beauty,,3,2024-05-20,Card,
1285,Kiran Noor,Male,,Islamabad,Watch,Beauty,,5,2024-01-10,COD,1
1286,Ahmed Ali,Male,,Islamabad,Jewelry,Clothing,85777,2,2024/02/15,Card,4
1287,Hassan Raza,Male,,Karachi,Makeup Kit,Electronics,80888,4,15-03-2024,Card,5
1288,Bilal Ahmed,Male,34,Lahore,TV,Beauty,8560,4,2024-05-20,,2
1289,Usman Ali,Female,,Islamabad,Handbag,Clothing,47455,1,2024/02/15,Card,2
1290,Farhan Ali,Female,twenty five,Islamabad,Laptop,Electronics,,5,2024-05-20,Card,3
1291,Ahmed Raza,,,Multan,TV,Beauty,44918,4,2024-05-20,Card,3
1292,Sana Khan,Female,44,Multan,Headphones,Accessories,,1,2024-01-10,COD,
1293,,,,Faisalabad,Laptop,Clothing,,3,2024-05-20,Cash,5
1294,Ali Khan,,35,Karachi,Perfume,Electronics,55107,3,2024-01-10,cash,4
1295,Sara Ahmed,Male,39,Islamabad,Perfume,Clothing,,3,2024-01-10,,2
1296,Bilal Ahmed,,34,Islamabad,Headphones,Beauty,67268,5,2024-01-10,COD,5
1297,Hassan Raza,,twenty five,Faisalabad,Perfume,Beauty,,4,2024-05-20,cash,1
